adm_group,spoken_text,alexa_display_title,small_icon,tags,amazon_background_data,android_led_color,buttons,included_segments,apns_alert,send_after,android_group_message,chrome_icon,headings,isWP,web_push_topic,alexa_ssml,isSafari,isFirefox,isAlexa,adm_big_picture,data,adm_large_icon,converted,successful,isIos,large_icon,url,chrome_big_picture,chrome_web_badge,contents,adm_sound,canceled,android_accent_color,big_picture,content_available,isEdge,android_visibility,ttl,delivery_time_of_day,web_buttons,isAdm,android_sound,chrome_web_image,isAndroid,thread_id,id,ios_category,firefox_icon,ios_badgeCount,queued_at,app_id,completed_at,remaining,adm_small_icon,android_group,priority,isChrome,adm_group_message,excluded_segments,failed,delayed_option,isWP_WNS,ios_sound,template_id,errored,chrome_web_icon,filters,wp_sound,ios_badgeType,include_player_ids,isChromeWeb,wp_wns_sound
,,,,,,,,[],,1531134640,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,2364ba50-1176-421f-8f02-aeff54109adc,,,,1531134640,096e304e-4266-4480-9362-2af60fdd89e4,1531134641,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134596,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,08bd311c-43df-4f21-bfa3-26485dbf46ed,,,,1531134596,096e304e-4266-4480-9362-2af60fdd89e4,1531134612,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134571,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,3bc2c7f6-fc5c-4eaa-9a38-ba7b90f062dc,,,,1531134571,096e304e-4266-4480-9362-2af60fdd89e4,1531134576,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134515,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,cf6d6d26-a278-40b9-a440-6000bacdd698,,,,1531134515,096e304e-4266-4480-9362-2af60fdd89e4,1531134518,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134514,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,65728191-8555-4c7b-822e-df98e53b5d22,,,,1531134514,096e304e-4266-4480-9362-2af60fdd89e4,1531134516,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134512,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,d63d06a6-47c5-4ed3-a10c-dd02247bff95,,,,1531134512,096e304e-4266-4480-9362-2af60fdd89e4,1531134514,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134494,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,77a52765-9801-422d-8369-3cfec1807f34,,,,1531134494,096e304e-4266-4480-9362-2af60fdd89e4,1531134494,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134457,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,3f8bedec-4e10-4608-b7df-fe66188168cb,,,,1531134457,096e304e-4266-4480-9362-2af60fdd89e4,1531134458,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134452,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,e0fe55fc-b211-431c-a15a-8f0bdf8ec203,,,,1531134452,096e304e-4266-4480-9362-2af60fdd89e4,1531134453,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134417,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,95f3af0d-58dc-4740-9f1d-0e00af0a0081,,,,1531134417,096e304e-4266-4480-9362-2af60fdd89e4,1531134419,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134392,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,2b9e7e63-ca57-4d0d-be2e-097f5aab9e5a,,,,1531134392,096e304e-4266-4480-9362-2af60fdd89e4,1531134394,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134359,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,9f57fdfd-7c9d-4130-a55a-f4c0c43a044f,,,,1531134359,096e304e-4266-4480-9362-2af60fdd89e4,1531134361,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134304,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,fc7b2a8c-85f8-4190-8161-7f895dab7d51,,,,1531134304,096e304e-4266-4480-9362-2af60fdd89e4,1531134305,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134158,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,eb2264bd-bcbe-4832-8fff-841522ba1534,,,,1531134158,096e304e-4266-4480-9362-2af60fdd89e4,1531134159,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134157,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,f824ad4d-235e-42f9-b2fd-2a1e6bad85e6,,,,1531134157,096e304e-4266-4480-9362-2af60fdd89e4,1531134158,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134148,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,14c3428d-7c03-4f4b-957b-f7d1ab6d2077,,,,1531134148,096e304e-4266-4480-9362-2af60fdd89e4,1531134148,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531134143,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,9e4803ed-c160-48c3-a5cf-3524cca2460b,,,,1531134143,096e304e-4266-4480-9362-2af60fdd89e4,1531134157,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133908,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,807c2d82-0d20-4284-98db-d1c946c4da53,,,,1531133908,096e304e-4266-4480-9362-2af60fdd89e4,1531133910,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133887,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,950fe6db-6901-4556-ace9-e6dc95f29170,,,,1531133887,096e304e-4266-4480-9362-2af60fdd89e4,1531133888,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133834,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,08c5f329-4cca-4bb6-a0ee-700efb19cb72,,,,1531133834,096e304e-4266-4480-9362-2af60fdd89e4,1531133835,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133820,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,382e2d31-984d-49ee-b0b4-06b8e77813a8,,,,1531133820,096e304e-4266-4480-9362-2af60fdd89e4,1531133821,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133788,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,df0388de-6141-40e2-a579-ddd926928c65,,,,1531133788,096e304e-4266-4480-9362-2af60fdd89e4,1531133789,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133778,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,28619c38-5d49-4c86-92cf-f83aa01a1ee9,,,,1531133778,096e304e-4266-4480-9362-2af60fdd89e4,1531133779,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133711,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,19100069-a3ae-4902-95ec-894a72076ca1,,,,1531133711,096e304e-4266-4480-9362-2af60fdd89e4,1531133712,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133694,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,d621f211-1f63-43a1-baba-c132b6674786,,,,1531133694,096e304e-4266-4480-9362-2af60fdd89e4,1531133695,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133667,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,a6b9e3e9-397e-42d3-ae24-e48ef73ef27e,,,,1531133667,096e304e-4266-4480-9362-2af60fdd89e4,1531133668,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133647,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,2b697ac6-d1a3-4e34-bccc-c49ced0653a8,,,,1531133647,096e304e-4266-4480-9362-2af60fdd89e4,1531133648,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133630,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,6574a9ac-3fd8-4700-aa75-7f249cb7447b,,,,1531133630,096e304e-4266-4480-9362-2af60fdd89e4,1531133631,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133584,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,ae34ad4b-e60a-422e-986e-22c07a54579c,,,,1531133584,096e304e-4266-4480-9362-2af60fdd89e4,1531133585,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133514,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,0767cb94-f29a-41c2-a810-c83a4f7ac5ab,,,,1531133514,096e304e-4266-4480-9362-2af60fdd89e4,1531133516,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133499,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,40087e4a-27de-40e4-8284-270e4570e973,,,,1531133499,096e304e-4266-4480-9362-2af60fdd89e4,1531133499,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133489,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,444d003e-3db3-4f35-b1f2-ff128d1a2f15,,,,1531133489,096e304e-4266-4480-9362-2af60fdd89e4,1531133490,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133482,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,3f489a4c-f997-47d5-a6d7-50903d7870e5,,,,1531133482,096e304e-4266-4480-9362-2af60fdd89e4,1531133483,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133341,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,4d39d4c0-6d64-4641-b784-0e21285e91eb,,,,1531133341,096e304e-4266-4480-9362-2af60fdd89e4,1531133342,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133263,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,ac5958e9-2916-4508-9c24-0fe146f6cc3a,,,,1531133263,096e304e-4266-4480-9362-2af60fdd89e4,1531133264,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133255,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,89932432-d0ff-47d1-aab3-d00d56398106,,,,1531133255,096e304e-4266-4480-9362-2af60fdd89e4,1531133256,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133239,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,5a04b516-61cb-4902-8c1d-afa845bf88b1,,,,1531133239,096e304e-4266-4480-9362-2af60fdd89e4,1531133240,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133231,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,859b0b92-a5df-45b2-a076-790320e6491b,,,,1531133231,096e304e-4266-4480-9362-2af60fdd89e4,1531133232,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133220,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,0d37be32-c249-4885-b448-0967dc19ae2e,,,,1531133220,096e304e-4266-4480-9362-2af60fdd89e4,1531133221,0,,,,False,,[],0,,False,,,0,,,,,,False,
,,,,,,,,[],,1531133173,,,{'en': 'Campus Tracker'},False,,,False,False,False,,,,0,1,False,,,,,{'en': 'Time to answer the survey'},,False,,,False,False,,,,,False,,,True,,92828440-65be-410c-8fc7-6af21a47a8ae,,,,1531133173,096e304e-4266-4480-9362-2af60fdd89e4,1531133174,0,,,,False,,[],0,,False,,,0,,,,,,False,
